TransactionID,TransactionDate,Amount,Currency,Description,Category,CustomerID,CustomerName,CustomerEmail,CustomerPhone,Merchant,MerchantLocation
c2406159-08cc-4af1-8b84-df0e0a8908e4,2022-09-02,-2371.8,AUD,Skill over scene.,Unknown,6970a60c-9c75-4d34-822d-4c00c216e246,Judy Hutchinson,rasmussenmatthew@example.com,916-207-3904,,"USNS Lara
FPO AE 02348"
846a586c-9a28-487c-af2d-5c3eeba3ac8f,2024-07-10,1314.12,GBP,Little wide theory.,Groceries,a66c3575-9b7b-4258-a0c2-efca2104fc09,Anthony Wilson,jeffrey17@example.com,+1-707-305-4034x2677,Young-Noble,"715 Tiffany Dale
Benderville, AS 30459"
c0a49c82-c68a-4175-82a1-9137494d99d7,2023-03-27,2502.11,USD,Carry seem increase.,Utilities,30ec2f8c-3384-4330-a4fa-d1adc1c83d35,Alicia Torres,joshuaschultz@example.org,+1-347-795-8468x1787,Powers-Hess,"1219 Brown Dale Suite 674
Owensmouth, MD 81033"
0ef206ed-dcf2-4014-95e3-d9c970b775aa,31-02-2020,4418.8,AUD,Gun just explain indeed home.,Utilities,e34915aa-340a-4d5d-a02e-6297f0fd1bca,Laurie Smith,josethompson@example.net,(891)812-5638,"Davis, Johnson and Berry","0595 Pratt Key
South Matthewside, MA 96057"
005c508b-b642-469a-8b26-714bb9d1d2d9,2024-06-12,1854.07,JPY,Wall capital husband.,Unknown,8ebb0117-1fa3-4e2d-bbf9-bc08c9528541,John Doe,dterrell@example.net,001-405-289-7159x752,"Price, Shannon and Scott","17606 Nelson Lock Apt. 092
Frederickport, OK 68669"
ea8f8b9b-036a-4b54-8541-b5d90c899c97,2023-05-12,-2389.79,AUD,Order public thousand most hard other.,Utilities,b1efd8a1-9546-4b35-9fb7-b979a510c642,Brooke Cunningham,ashley48@example.net,+1-318-419-9642x986,Coffey LLC,"Unit 8777 Box 5841
DPO AA 37538"
1e127cc2-f7a6-473b-af1e-aa9945a7af9c,2023-05-22,2031.47,AUD,Item experience send factor then hard.,Education,e34e2d8f-e711-4d12-af40-622eca32d522,Joseph Mahoney,kayla91@example.com,4234991100,Peterson-Coleman,"45584 Johnson Summit Suite 688
Richardland, OK 67608"
bb971f51-0d0b-4e7c-a361-e55580725f2c,2023-10-14,3195.65,JPY,Should may record cause before.,Education,fe3f5fd9-7603-4e7f-9465-1c88f868acb7,Charles Wise,alan59@example.net,871-624-3170,Thompson LLC,"7383 David Mountains
Lake Jeffport, FM 49527"
b14b9dbd-085f-4949-809c-5d782627ad1c,2023-06-22,617.44,DOL,Reality list turn.,Shopping,24fd291a-103d-4521-9567-96ed6a597aee,Guy Greene,invalid_email,(247)670-1762,Ramirez and Sons,"118 Brian Station
Port Judy, AL 09123"
7f0f68ae-f153-4e0f-aa10-ccab9e9d6019,2022-12-23,one hundred,USD,Future certainly product provide.,Utilities,a108868f-8d56-46eb-bc98-8df273ef2534,Mark Williams,qmartin@example.net,7286508695,"Jacobs, Rojas and Wilson","114 Fowler Turnpike Apt. 350
Kellyhaven, VI 23253"
,2023-09-25,3805.9,EUR,Church sort evening state research economy.,Education,fed72b25-a542-4c02-8c36-75b41cf6c644,Tara Welch,travisallen@example.net,(335)793-7837,Sims Ltd,"892 Reilly Path
Jameschester, MI 27020"
c0f48e34-8952-4302-a242-6deb679ef8d5,2022-11-03,one hundred,GBP,Quality woman author yet tonight.,Education,8c1f1fb5-6c13-4a42-b876-34b5525553c9,William Jones,invalid_email,543-275-9294x2515,"Bryant, Hill and Leon",Nowhere
,2023-10-04,one hundred,EUR,Begin radio dog trial process.,Utilities,8b729316-eba0-4a56-bde0-77dfff2a5b16,Julia Rice,judith48@example.org,001-684-753-6867x2597,Atkins LLC,"7917 Carla Spurs Suite 092
Brianville, WY 66197"
77304e0a-47a2-4859-b87b-e9938eed5917,2023-10-29,-2895.15,JPY,War write laugh middle owner begin.,Entertainment,7942c4b7-7417-473b-826d-8d4247cab91d,Kevin Lewis,mhill@example.com,(212)688-4580,,"73168 Cunningham Land
Williamsport, TX 16891"
3584ebc1-f194-40e8-89ce-fb085d280ca4,2022-09-12,2084.49,GBP,Head he only cause government.,Education,974a4b92-f3b7-4525-b064-d06e3f4baf85,Dalton Guzman,james36@example.com,872.441.2191x0439,Peterson-Edwards,Nowhere
49d402a4-0267-4191-8c29-10f5b46b5ee3,2024-05-01,-2810.29,USD,Special movie force.,Education,1f8b033f-216c-436c-abcc-957443af54f7,Richard Powers,taylormatthew@example.com,(288)824-6764,Hill-Rowe,"653 Hartman Green
West Danielside, AZ 70525"
bf06710f-96b2-4301-b884-5db14437b3c4,2023-02-02,one hundred,GBP,Put near event medical discussion pretty.,Shopping,a2c6640b-73c8-46ac-904f-4935ee238f43,Billy Elliott,margaretphillips@example.com,001-427-955-1699x0157,Hodges-Graves,Nowhere
bc3007fa-4bff-4720-b729-7d9ecb6b274f,2024-01-03,477.5,AUD,Action decide work.,Travel,2abebc4d-2bad-47db-b259-ac246e84843c,Stephanie Haas,sheilanorris@example.net,659-352-5821x54926,Daugherty LLC,"292 Smith Field Suite 542
Rebeccachester, SD 59934"
1a597eb5-92d2-4691-9e47-7875c763e684,2023-12-07,1650.57,JPY,Ten bad stage.,Health,f13679ec-2f0b-470f-931b-d3cd5823d52f,Sarah Olson,julia28@example.net,(858)856-5049,Salinas Ltd,"833 Santos Canyon
South Derek, VI 54811"
22496238-fdb3-42fc-b453-458a4e6742a6,2023-08-15,1213.91,GBP,Office race sense course build public.,Unknown,3cc8f856-3849-46a8-9587-0763871d00e6,Mary Lopez,invalid_email,(992)257-4180x61716,Smith-Burnett,"3560 Emily Freeway Apt. 499
Rogersshire, CA 16567"
a39ed44f-5618-4460-ad5c-ea5818eac985,2024-07-02,one hundred,AUD,Show white account better.,Unknown,69773dc1-ea88-42a7-a90b-4d77a5519b68,Wesley Archer,guy59@example.net,830.450.9645,"Mejia, Coleman and Horton",Nowhere
48ba451e-51dc-4d28-8372-a7af44ee2503,2022-09-26,-2133.07,EUR,Effort along end whole.,Unknown,0d370b4e-3d0f-4915-8962-09b434a9fa4f,Michaela Carter,bellaustin@example.com,001-824-875-1882x9016,"Evans, Myers and Douglas","0243 Brooke Plaza Suite 607
Silvamouth, WI 57255"
2d9db907-2577-4dfe-8541-247ab9148e67,2023-10-21,649.95,AUD,Beyond spend dog worker new mother.,Education,ec5e31ed-3632-4ec8-9e0e-4f4404f56ec8,Kenneth Roberts,denniswelch@example.org,+1-860-951-1727,Hill and Sons,"38547 Morales Pass
Vaughnside, SC 02852"
a62fcd37-1ef9-4263-91e8-b226319cf3ef,2024-03-03,172.71,EUR,Season science religious ask well do.,Dining,bddc318b-b1a7-4f54-8c3a-9f68dd41e980,Dennis Cole,williammack@example.net,228.363.5019x35290,"Mccormick, Mckee and Gomez","05667 Whitehead Meadow
Angelaport, PR 90434"
7ef42216-9ce6-4930-85c7-46713c2d6f52,2024-06-21,-3465.37,JPY,Rock site as form today.,Shopping,b86ae2a2-0b30-4db0-a32e-7c0be56c08cf,Mrs. Meredith Burke,dianethompson@example.net,(544)936-7253x57151,,"35068 Sean Brook
New Nathanielchester, RI 25884"
,2022-08-26,one hundred,USD,,Education,d1ffb674-df13-46b9-9261-36cfb093f39a,Christopher Drake,stewartrobert@example.org,978.410.3852,"Perez, Robertson and Mays","32230 Patton Views Apt. 968
Kimberlyfurt, DE 74889"
,2023-07-16,-2173.18,EUR,Front theory to group.,Dining,7eefed4d-14aa-4e07-a629-18974231a73a,Kimberly Hall,scott57@example.org,(857)911-8703,Mann PLC,"8044 Flores Tunnel Apt. 575
Wattsberg, IA 84319"
5bc1f9b6-427d-4fd1-a4af-483f249c2a4c,2022-11-01,2233.27,JPY,Behind laugh time.,Entertainment,cb5bf8da-9cac-4fde-9a20-35ebc84b8978,Brandi Higgins,zamoraadam@example.org,407-265-8773x517,"Perez, Wright and Hall","3576 Kenneth Valleys Apt. 911
Alexisburgh, ME 58170"
862e0910-b539-4ac7-90e2-b34f21bfec22,2024-03-03,-221.56,AUD,Former word agreement know.,Health,d23c1d4b-fe6e-41a9-9b88-d0c50693fde7,John Doe,drivera@example.com,001-811-631-6395x923,"Washington, Farmer and Newman","0366 Mcmillan Ramp Apt. 380
Traviston, MO 98839"
de42576d-456b-421a-af42-1f5aaa220965,31-02-2020,3769.35,EUR,,Shopping,0ab68c76-7674-4db7-b81d-256241285915,Vincent Adams,pamela57@example.net,+1-809-952-0388x8575,,"45177 Judith Expressway Suite 064
South Nicolemouth, NM 68819"
,31-02-2020,1237.49,DOL,System let able society.,Groceries,d2749766-49d7-405c-b1d9-78b4e771f3e0,Jennifer Ritter,andrewjones@example.com,3293236497,Suarez-Sellers,"96828 Carrillo Fords
North Patrickville, MI 78022"
9b321c23-1600-4c6e-8583-aedf77285099,2024-01-15,-3025.74,DOL,Firm environmental put matter civil.,Entertainment,abcf96fd-33d2-4263-b93a-830b696fa226,Angela White,alexis34@example.com,(728)818-7600x9503,Bautista-Diaz,Nowhere
db94da40-2ba7-4204-ae08-1d0b8cd1b7fc,2023-07-11,4687.89,EUR,Prove trial let share soldier.,Education,05647924-2c55-487a-b8dd-56e8ddcd85f5,Jennifer Harrington,michael47@example.net,(778)428-0346x480,Hall-Vasquez,"7470 Keith Passage
East Eddiestad, TN 87073"
073aaa36-f3a3-4351-93b0-fbfb53442185,2022-11-26,2600.61,GBP,Ahead loss easy religious.,Unknown,,Ana Wright,invalid_email,(527)798-4226x4723,"Barker, Oliver and Warren","839 Krueger Well Suite 962
Moniquechester, VA 51334"
12afe9af-5d9c-4f9a-a77b-fb14a606e452,2023-09-18,-2529.97,DOL,Business course friend raise loss.,Utilities,a56239e8-6b81-43b8-90a8-b7964316c359,Robert Winters,robinsonandrew@example.org,701.873.2839x708,"House, Jenkins and Williams","9743 Mueller Views
South Deborah, IN 83220"
d3c4c11e-42c7-470e-ac2c-46cfcea009dd,2024-07-04,-1745.84,AUD,Why gun issue war.,Unknown,182be28a-332a-4fd5-8ec6-c2d49013a580,Walter Wood,greencassandra@example.org,+1-513-268-2367x2557,"Jones, Lane and Nelson","55771 Gregory Isle
Michaelshire, CA 14239"
9ecb18ae-461a-442c-8f84-db40cb585eb7,2023-04-28,-3428.25,JPY,Focus since two become foot.,Dining,a97bc326-d986-463d-af7c-413091c12e41,Stephanie Richardson DVM,lynncook@example.net,605.786.1317x1139,"Bradley, Perez and Hernandez","4469 Diaz Forks
Perezmouth, NM 30506"
34af7ac2-0d16-4f3a-b6d8-e5c8e534dfbc,2023-09-29,1706.74,GBP,Term notice economic enough drive throughout.,Unknown,5cbfeb40-5ebc-4042-a9d3-b846f63e05f4,Charles Martinez,mrivera@example.net,+1-491-390-5712x821,Jackson-Hughes,"908 Gary Branch
Port Kristina, MP 03863"
,2023-07-22,3192.36,EUR,Again both star believe someone system.,Travel,5ab6241d-c50f-4842-998a-d81bc40db495,Timothy Silva,laurenevans@example.com,+1-325-471-5941x1579,"Martin, Simpson and Taylor","72774 David Circle
West Jenniferfurt, TN 67098"
d601203c-8bd4-45b3-bb24-83861adfcbe3,2023-08-23,-3479.59,EUR,She lawyer certainly no play message.,Utilities,299b9e51-83cb-45c2-9405-0688f70f6886,Stephanie Friedman,burnettjames@example.org,+1-472-628-2266x17522,,"283 Kelley Union Suite 088
Port Marieton, AR 49503"
,2022-12-14,1305.18,GBP,Hit wish happen.,Utilities,cd809f8d-b872-4ab3-b058-c4ce0961386c,Jennifer Lucas,austinlaura@example.com,(474)444-6158,Sullivan Inc,"12081 Allen Skyway Apt. 111
Briannatown, KS 32635"
0d236b11-8ad2-4944-a919-f16defd9be06,31-02-2020,-3141.49,GBP,Several cost wish.,Entertainment,10485e7c-0cd7-425d-9959-f8953299ce66,Willie Nichols,alvaradojasmin@example.net,+1-251-508-4122x5620,Kline LLC,"46057 Jones Motorway
Joshuaport, NE 67586"
cad3dda8-a758-47cd-aad5-af3901f5348a,2023-08-20,4115.86,JPY,Carry not guy anything.,Utilities,9601f0b8-b1aa-4127-bb10-03954025b579,Frederick Brooks,sheri76@example.org,897-552-0747,"Dickson, Garcia and Chen","26616 Kaitlyn Shores
Robertchester, AR 59636"
379ab30a-e281-4231-897b-043ed651b14d,2022-10-07,-1321.28,JPY,Be perform officer election use.,Education,,Robert Sutton,greenjose@example.net,209-684-1562x948,Smith-Harris,"04489 David Harbors
Kathyview, NY 15112"
74715f2b-29ce-46d4-a599-d313564e1ff2,31-02-2020,1174.11,AUD,Role arrive arm able.,Groceries,489bff0b-d8b1-4aae-9c55-02842e5fe9fc,Mark Johnson,hansenwilliam@example.org,909-281-2747x0645,"Garcia, Campbell and Curry","PSC 6347, Box 7338
APO AA 45755"
360dccf7-b828-4d15-9ac9-ed3b6e43218d,2022-08-30,-4887.6,EUR,Lay write eight.,Dining,f3501d70-4fd1-494e-be53-36114c659033,Michael Smith,invalid_email,7963068976,Simpson LLC,"28688 Benjamin Square Apt. 498
Reidland, CA 89494"
480cc40d-cf13-4afa-9bdb-536c4246698b,2023-04-01,-3721.71,GBP,Suggest new trouble less imagine.,Groceries,14620e00-3d4b-462b-b180-fbf95b0c588f,Steven Cruz,wyattjennifer@example.net,+1-780-385-9229x291,Gonzalez-Gould,"3162 Leon Village
West Erictown, RI 63633"
51c11ce9-efdc-4027-a5df-a3c7ef74cae0,2023-02-09,2349.59,EUR,Show travel involve food article minute.,Health,35b78ca2-89bb-4df2-8e1f-36141f278610,John Doe,invalid_email,832-596-3093x600,"Curry, Smith and Skinner","810 May Burg Apt. 873
Daviston, PA 21636"
57b220f7-ac2b-4955-8a81-79cc66e3e35c,2022-09-20,844.7,USD,Bag seem city.,Unknown,f9f81c16-5154-4c44-83ee-17af94fc270a,Briana Davis,zgomez@example.net,+1-972-763-5737x60208,"Hughes, Gibbs and Chen",Nowhere
b8f07936-8506-4230-8a6b-1607aefb509b,2023-10-29,4633.21,EUR,Record measure month finally along radio.,Unknown,de46a33c-3984-4d09-a47b-8639194c3839,Shannon Harris,jaderoberson@example.org,961.620.2133x6453,Cantu-Young,Nowhere
1ceeef52-671f-4400-9d36-0b15a1301ebc,2023-11-10,-3377.09,EUR,New century hit your.,Travel,0f2af840-40d7-4a6e-ab63-2d5afa62e518,John Doe,etaylor@example.com,+1-480-402-2402x227,Downs-Garza,"4875 Gray Ferry Apt. 819
Port Leeside, PA 56123"
22f94e6f-faab-47da-88fe-5498eb818159,2022-11-13,1178.74,AUD,Often recognize north type.,Travel,e7483c5a-ad51-4314-a569-bef7bd607de8,John Doe,ocross@example.org,570.693.1086x7544,Hughes-Jackson,Nowhere
b7609c51-db41-4a6a-8f24-09f85d841154,2023-08-18,4224.58,JPY,Key share actually close bring.,Travel,7a3bb708-afec-4dd1-9ddf-2695a822a41b,John Doe,dixonrandy@example.net,510-438-5177x4440,Frederick LLC,"0920 Miller Village
Sullivanview, AK 11937"
4f1030cd-6740-40b0-861c-bc3dc028abf9,2024-05-22,-83.8,GBP,Own writer child market.,Dining,75870a16-ee55-4485-8710-2c541530703b,John Doe,tduran@example.com,(213)398-0829x399,Perez-Ward,"09505 Laura Way Apt. 315
Gonzalezberg, LA 12295"
1cef79f5-2b7e-48a7-9aa9-07ee77a9dc1d,2023-09-28,2896.31,USD,By pattern development attack other music.,Dining,ac16a03d-6f56-4bfc-a72f-9ed75779e01e,Kirsten Coleman,brent10@example.com,001-851-666-5240x37948,Spence Ltd,"4666 Brewer Ways
Murphyburgh, WA 79390"
21b2b35d-7099-4382-92cd-16cdd4c1a4ff,2023-05-09,-73.42,DOL,Chair great prove.,Entertainment,19646752-469e-463f-ad47-d7288eb8acc7,John Doe,omaralvarez@example.org,616-807-4335x88429,Brady-Jennings,"29548 Small Ways
South Kevin, ID 70746"
f732a24a-906e-4928-a859-3991f079eeba,2023-10-23,2116.26,GBP,,Entertainment,,David Chandler,lisacoleman@example.net,449-585-5969x718,"Sanders, Stevenson and Rogers","9786 Nash Club Apt. 841
Frostmouth, ME 47233"
,2023-03-27,-729.99,EUR,Ten region authority American team ago.,Education,982b0e19-fd77-4f70-936e-763a3b5e4776,Tracey Young,cruzrobert@example.net,(290)303-8007x9099,,"427 Anthony Mews
Thomasstad, IL 10958"
54729c6b-4053-45ea-ae32-01699a0aaa9c,2023-11-11,one hundred,GBP,Study security area likely.,Shopping,,Jamie Wilson,hclark@example.com,+1-497-572-1646x1284,Mckinney Group,"3490 Grant Mission
New Alexisberg, CO 14661"
c049694b-67be-4d15-8276-f34dec0cbc09,2022-10-13,-1857.34,GBP,Perhaps result sign born medical may.,Health,54615e86-2cc2-4432-96b0-1c796af16d55,Richard Smith,xjones@example.com,318.705.8765x9107,Pierce-Mccall,"28683 Brenda Knoll Suite 217
West Zacharystad, IA 02380"
ae02f21b-2889-4ba1-9784-4e3facccb3a3,2024-06-20,3724.04,USD,Else report always.,Health,fef59cf2-6169-4254-b67e-986897a300af,Christine Huynh,traviscarey@example.com,12345,"Williams, Combs and Moore","6483 Miller Glen Suite 875
Lake Doris, MP 81657"
3e3fa362-e05c-4dba-9c5f-aeb5fc7e17f2,2023-02-26,3954.53,JPY,Light fire never letter soon appear.,Unknown,929234fa-b349-4d7a-bf3f-35801a0760f0,Karen Gonzalez,kwalker@example.com,(602)903-7581x5575,Sullivan-Moore,"39921 Jonathon Mall Apt. 411
Michaelborough, AL 15359"
54483e3f-9d6d-4989-b987-af1723242ab1,2022-08-28,-3299.1,JPY,Want message win use item miss.,Unknown,756d19da-44e6-4232-bfb5-647a46d48fac,Janet Hayes,riggsmary@example.com,(462)841-9071x2891,Todd Inc,"46268 Jennifer Neck
Ruizchester, PA 69443"
035894d3-a34b-4fe6-94a3-c44fe8f5c125,2024-04-12,one hundred,DOL,Particular tonight especially then network add.,Entertainment,24549dce-cd26-4482-b86f-75d5381ee2b0,Katie Baker,nathanielpowers@example.org,(255)395-9662,"Davis, Valdez and Sawyer","08242 Jason Inlet Apt. 089
South Pamela, WA 75869"
b86eaa8c-276d-424f-9288-d0c16d949dd8,2024-02-17,4261.22,AUD,Gun its throughout dog wide.,Education,01f36e2f-1933-4c60-9ec2-ae41e5b37a12,Jason Monroe,xobrien@example.org,849.556.3970,Sanchez-Elliott,"8071 Khan Ranch
Tinamouth, CA 51264"
53e40d41-b37c-48ee-9035-1e398acefa47,2023-05-22,-2063.44,AUD,Themselves hotel energy.,Health,a260d497-154c-4c08-952d-de730fc908eb,Carmen Gordon,juliaball@example.com,(372)613-4105x08766,Newman and Sons,Nowhere
0c5edf93-0eae-4370-9686-3ab32693459c,2023-08-25,one hundred,JPY,Film toward institution tough example.,Shopping,0de4cf99-be49-445a-8476-ee3cd7ac52a3,Lindsay Murray,nschmitt@example.com,(781)453-7789x340,Gill-Thomas,"457 Castillo Wall
Port Jessicaburgh, VT 71193"
178486bd-762d-4d85-9b29-5fa09f8c8254,31-02-2020,-3836.97,JPY,Word far who available blue something.,Unknown,18673740-ca1e-42cf-822e-07a3f8d2a64c,Gregg Jennings,amberquinn@example.org,12345,"Johnston, Flores and Garza","59421 Cox Knoll Suite 918
South Nicole, FM 88545"
ac43f84e-d702-4c9c-94dd-cd3108f0fe3b,2022-11-28,one hundred,GBP,Call what that forward she.,Health,6f304071-504e-44ae-9ce3-ff6895f3cd1e,Chloe Owens,kathleen06@example.net,8779151592,Duran-Turner,"606 Keith Harbor
Andrewland, MD 12661"
238f7fa4-2b80-41cf-b777-7f0278a293a2,2023-12-07,1731.28,EUR,Again exactly stay world from.,Dining,9541f6bf-4d13-4543-98d7-6b39d0643b51,Jennifer Morgan,invalid_email,725.427.7591,"Rivera, Villanueva and Cabrera","1009 Sandoval Pike Suite 501
Spearsview, ID 17048"
5b93ccfb-e37d-44b0-8825-46a46decca39,2024-05-24,-2004.6,AUD,Hear black art best.,Groceries,580bc05b-9563-4b93-9aca-d4bd2bdbaf39,David Esparza,invalid_email,(933)926-1520x237,"Alvarez, Murphy and Martinez","103 Ferguson Squares Suite 690
Morrisborough, AK 08386"
82c06dd2-c1f2-40c3-99bd-dcf5a70ac8d9,2023-06-08,-572.52,USD,Blue bad image range this.,Entertainment,55b00e3e-813b-45b5-a136-b0982c3c96ff,Catherine Guerrero,wmartin@example.org,444-782-0698,Brooks Group,"656 Matthew Port Suite 502
Helenmouth, RI 01173"
f10330bb-37b0-4b48-8f22-7225c6bb4f07,2022-12-12,3639.19,USD,Team team a plant style.,Education,8c04774c-d92d-417d-b0c4-ca642062181c,Scott Bruce,emilycline@example.com,842.437.0240x93676,,"Unit 4319 Box 8502
DPO AA 29441"
3364f718-0fda-4b4d-a790-d744a2bae0ac,2024-03-18,-660.96,JPY,Enough area record see.,Education,f71d18e1-d63c-4023-9f76-d64a9772cdc3,Virginia Boyd,hdoyle@example.org,661.414.1252,Bishop LLC,"68542 Laura Spur Suite 715
Julieside, CA 43504"
dcb11168-5c8a-4bab-8022-a99d1aa55db2,2023-08-22,456.96,EUR,Commercial one camera.,Shopping,bcb72297-b007-421c-8e1c-a71e6d932d1a,Andrea Williams,anngrant@example.com,+1-252-905-2862x14849,Walton-Dorsey,"080 Johnson Court
West Patricia, OK 37493"
c954e51c-730b-4680-a1d7-3f69b22d08aa,2022-07-31,3755.15,JPY,Challenge behind weight realize almost.,Unknown,f2aed9e5-8424-4b5f-b340-73f72763fbea,Richard Nguyen,eramirez@example.com,759-435-9416x435,Stewart Inc,"731 Erik Rapid Suite 110
West Sharonberg, ME 81411"
507d18db-2680-4db9-891e-3f33d80abae4,2024-04-07,-3862.65,GBP,For live specific else program whose.,Utilities,97548873-3811-4c5b-9980-24dfe04903e4,Jennifer Faulkner,derek31@example.com,446.874.9377x43019,Bryant Ltd,"7452 Benjamin Village
West John, WI 59862"
f11076b2-6a2a-4f9f-baa2-105e68c996b2,31-02-2020,-4507.62,USD,Option like hard rather bill.,Health,bd0ba805-796d-424f-8315-883ba72dba16,Colleen Hudson,jaredwilkerson@example.net,12345,Gibbs Group,"379 Kathy Roads Apt. 845
East Greggchester, OR 31194"
0951fffb-675d-4cc4-b839-d56ad8f06cd2,2023-09-16,3565.01,USD,Picture per dark friend.,Groceries,dcd44573-82ae-49ba-9d95-857a6a0f911b,Jenny Hickman,payneedward@example.net,001-432-364-4924x980,Cervantes Group,"55199 Robles Haven Suite 990
New Whitneyside, CO 65126"
c36f6072-275e-4a97-8782-21edbd234730,2023-08-03,-4344.46,AUD,Draw prepare professional discover wall small.,Shopping,e1944891-4cc3-4751-9534-67a062752867,Mackenzie Castillo,josephsanchez@example.org,+1-633-384-9788,Harper-Perez,"60382 Aimee Forges
Kimstad, AL 80794"
58f3bf29-573a-4017-9a34-d987f83c0799,2023-09-04,1230.84,AUD,,Shopping,56452a14-6372-413e-90a2-321767486d8d,Katelyn Jones,hmcbride@example.com,001-421-516-3522,"Martinez, Dean and Clark","076 Salinas Ranch
Kimberlyside, LA 07404"
804ecfad-09c2-4488-8af2-312020a31826,2023-01-06,3339.13,USD,,Shopping,f9c5034a-92e6-4219-b375-47c1485edb96,Michael Powers,bjohnson@example.com,(540)843-0161x308,"Valdez, Clark and Campos","3262 Robert Cliff Apt. 053
New Christopherton, FM 11727"
ee7f4c87-9850-4e74-86d4-1b977f648b17,31-02-2020,4602.94,USD,Decide moment save light according apply.,Utilities,173855dd-bbc0-46de-b43e-86e40b03ebd8,Claire Craig,allenanderson@example.org,+1-508-348-2367,"Castillo, Bartlett and Morales","9705 Kimberly Cliff
Amandamouth, FM 60255"
c90441c9-4662-461a-82dc-1aefdeea3fac,2023-08-26,4099.14,USD,Man mission structure just.,Shopping,39b84226-eb3e-4f4f-a815-47afe0874b4b,Peter Tucker,sean20@example.net,12345,"Hall, Dawson and Larsen","27381 Jacob Shoal Suite 080
Justinstad, RI 43920"
06797411-4128-4fb6-9566-fc2e49a8cada,2024-06-25,4039.42,DOL,If word section.,Travel,,John Doe,invalid_email,5546289974,"Johnson, Gillespie and Spears","739 Smith Divide Suite 633
Maxside, NE 24830"
5d6f2b74-c1df-4ed6-a2b6-cb8f5b15316d,31-02-2020,4077.02,AUD,Lead understand he.,Dining,b01801eb-5e39-40b4-9d38-35a2581d6e7c,Latasha Mcdaniel,leonashley@example.org,+1-963-792-5802x688,Flores-Soto,"Unit 4459 Box 8548
DPO AP 78713"
